campaign_id,config,tag,seed,n_events,wall_s,threads,exit,output_path,git_commit,notes
M3_A,sim/run_m3.py,camp_schwarzp_f40_E1000,1022602775,10000000,315.9,10,0,data/runs/camp_schwarzp_f40_E1000.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,camp_schwarzp_f50_E1000,1993206146,10000000,337.4,10,0,data/runs/camp_schwarzp_f50_E1000.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t2,730377208,10000000,46.4,10,0,data/runs/solid_E1000_t2.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t3,638491161,10000000,57.4,10,0,data/runs/solid_E1000_t3.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t4,718344167,10000000,72.1,10,0,data/runs/solid_E1000_t4.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t5,588859427,10000000,82.2,10,0,data/runs/solid_E1000_t5.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t8,2035820858,10000000,121.0,10,0,data/runs/solid_E1000_t8.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,solid_E1000_t16,1201835700,10000000,202.2,10,0,data/runs/solid_E1000_t16.root,27cafd0,M3 3rd-energy+wide-Neff
M3_A,sim/run_m3.py,empty_E1000,1358881204,10000000,80.2,10,0,data/runs/empty_E1000.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_rectilinear_f30_c500um_E200,1820060737,3000000,763.0,10,0,data/runs_m3/m3_rectilinear_f30_c500um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_rectilinear_f30_c1000um_E200,2022736001,3000000,306.4,10,0,data/runs_m3/m3_rectilinear_f30_c1000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_rectilinear_f30_c5000um_E200,959817037,3000000,83.6,10,0,data/runs_m3/m3_rectilinear_f30_c5000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_gyroid_f30_c500um_E200,574541700,3000000,363.7,10,0,data/runs_m3/m3_gyroid_f30_c500um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_gyroid_f30_c1000um_E200,1294203690,3000000,187.7,10,0,data/runs_m3/m3_gyroid_f30_c1000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_gyroid_f30_c5000um_E200,2086593332,3000000,60.5,10,0,data/runs_m3/m3_gyroid_f30_c5000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_schwarzp_f30_c500um_E200,1472654354,3000000,377.9,10,0,data/runs_m3/m3_schwarzp_f30_c500um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_schwarzp_f30_c1000um_E200,1000089173,3000000,197.0,10,0,data/runs_m3/m3_schwarzp_f30_c1000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
M3_B200,sim/run_m3.py,m3_schwarzp_f30_c5000um_E200,591601578,3000000,60.1,10,0,data/runs_m3/m3_schwarzp_f30_c5000um_E200.root,27cafd0,M3 3rd-energy+wide-Neff
P7_repro,empty_E200,empty_E200,1227716589,3000000,0.5,10,-6,data/runs/empty_E200.root,working,stuck=0
P7_repro,solid_E200_t2,solid_E200_t2,704981197,10000000,0.1,10,-6,data/runs/solid_E200_t2.root,working,stuck=0
P7_repro,solid_E200_t3,solid_E200_t3,310169362,10000000,0.1,10,-6,data/runs/solid_E200_t3.root,working,stuck=0
P7_repro,solid_E200_t4,solid_E200_t4,1335220254,10000000,0.1,10,-6,data/runs/solid_E200_t4.root,working,stuck=0
P7_repro,solid_E200_t5,solid_E200_t5,1172399759,10000000,0.1,10,-6,data/runs/solid_E200_t5.root,working,stuck=0
P7_repro,solid_E200_t8,solid_E200_t8,1713756232,10000000,0.1,10,-6,data/runs/solid_E200_t8.root,working,stuck=0
P7_repro,solid_E200_t16,solid_E200_t16,376014401,10000000,0.1,10,-6,data/runs/solid_E200_t16.root,working,stuck=0
P7_repro,camp_diamond_f20_E200,camp_diamond_f20_E200,1131988056,1000000,0.1,10,-6,data/runs/camp_diamond_f20_E200.root,working,stuck=0
P7_repro,camp_diamond_f30_E200,camp_diamond_f30_E200,59444928,1000000,0.1,10,-6,data/runs/camp_diamond_f30_E200.root,working,stuck=0
P7_repro,camp_diamond_f40_E200,camp_diamond_f40_E200,988499712,1000000,0.1,10,-6,data/runs/camp_diamond_f40_E200.root,working,stuck=0
P7_repro,camp_diamond_f50_E200,camp_diamond_f50_E200,13302999,1000000,0.1,10,-6,data/runs/camp_diamond_f50_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f20_E200,camp_rectilinear_f20_E200,568080650,3000000,0.1,10,-6,data/runs/camp_rectilinear_f20_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f30_E200,camp_rectilinear_f30_E200,467270541,3000000,0.1,10,-6,data/runs/camp_rectilinear_f30_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f40_E200,camp_rectilinear_f40_E200,813455593,3000000,0.1,10,-6,data/runs/camp_rectilinear_f40_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f50_E200,camp_rectilinear_f50_E200,1177290006,3000000,0.1,10,-6,data/runs/camp_rectilinear_f50_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f20_E200,camp_schwarzp_f20_E200,1630693414,3000000,0.1,10,-6,data/runs/camp_schwarzp_f20_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f30_E200,camp_schwarzp_f30_E200,1647970612,3000000,0.1,10,-6,data/runs/camp_schwarzp_f30_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f40_E200,camp_schwarzp_f40_E200,581296330,3000000,0.1,10,-6,data/runs/camp_schwarzp_f40_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f50_E200,camp_schwarzp_f50_E200,76801769,3000000,0.1,10,-6,data/runs/camp_schwarzp_f50_E200.root,working,stuck=0
P7_repro,camp_gyroid_f20_E200,camp_gyroid_f20_E200,1534024810,6000000,0.1,10,-6,data/runs/camp_gyroid_f20_E200.root,working,stuck=0
P7_repro,camp_gyroid_f30_E200,camp_gyroid_f30_E200,1363281723,6000000,0.1,10,-6,data/runs/camp_gyroid_f30_E200.root,working,stuck=0
P7_repro,camp_gyroid_f40_E200,camp_gyroid_f40_E200,195624410,6000000,0.1,10,-6,data/runs/camp_gyroid_f40_E200.root,working,stuck=0
P7_repro,camp_gyroid_f50_E200,camp_gyroid_f50_E200,186235529,6000000,0.1,10,-6,data/runs/camp_gyroid_f50_E200.root,working,stuck=0
P7_repro,camp_voronoi_f20_E200,camp_voronoi_f20_E200,620727442,30000000,0.1,10,-6,data/runs/camp_voronoi_f20_E200.root,working,stuck=0
P7_repro,camp_voronoi_f30_E200,camp_voronoi_f30_E200,1537817674,30000000,0.1,10,-6,data/runs/camp_voronoi_f30_E200.root,working,stuck=0
P7_repro,camp_voronoi_f40_E200,camp_voronoi_f40_E200,576996942,30000000,0.1,10,-6,data/runs/camp_voronoi_f40_E200.root,working,stuck=0
P7_repro,camp_voronoi_f50_E200,camp_voronoi_f50_E200,1246336072,30000000,0.1,10,-6,data/runs/camp_voronoi_f50_E200.root,working,stuck=0
P7_repro,empty_E500,empty_E500,1642983081,3000000,0.1,10,-6,data/runs/empty_E500.root,working,stuck=0
P7_repro,solid_E500_t2,solid_E500_t2,1134886126,10000000,0.1,10,-6,data/runs/solid_E500_t2.root,working,stuck=0
P7_repro,solid_E500_t3,solid_E500_t3,1372662496,10000000,0.1,10,-6,data/runs/solid_E500_t3.root,working,stuck=0
P7_repro,solid_E500_t4,solid_E500_t4,1534014959,10000000,0.1,10,-6,data/runs/solid_E500_t4.root,working,stuck=0
P7_repro,solid_E500_t5,solid_E500_t5,765364671,10000000,0.1,10,-6,data/runs/solid_E500_t5.root,working,stuck=0
P7_repro,solid_E500_t8,solid_E500_t8,1632758949,10000000,0.1,10,-6,data/runs/solid_E500_t8.root,working,stuck=0
P7_repro,solid_E500_t16,solid_E500_t16,1023270346,10000000,0.1,10,-6,data/runs/solid_E500_t16.root,working,stuck=0
P7_repro,camp_diamond_f20_E500,camp_diamond_f20_E500,1616842012,1000000,0.1,10,-6,data/runs/camp_diamond_f20_E500.root,working,stuck=0
P7_repro,camp_diamond_f30_E500,camp_diamond_f30_E500,675805972,1000000,0.1,10,-6,data/runs/camp_diamond_f30_E500.root,working,stuck=0
P7_repro,camp_diamond_f40_E500,camp_diamond_f40_E500,1280707670,1000000,0.1,10,-6,data/runs/camp_diamond_f40_E500.root,working,stuck=0
P7_repro,camp_diamond_f50_E500,camp_diamond_f50_E500,989388977,1000000,0.1,10,-6,data/runs/camp_diamond_f50_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f20_E500,camp_rectilinear_f20_E500,905828630,3000000,0.1,10,-6,data/runs/camp_rectilinear_f20_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f30_E500,camp_rectilinear_f30_E500,1621435909,3000000,0.1,10,-6,data/runs/camp_rectilinear_f30_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f40_E500,camp_rectilinear_f40_E500,968513580,3000000,0.1,10,-6,data/runs/camp_rectilinear_f40_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f50_E500,camp_rectilinear_f50_E500,1327850190,3000000,0.1,10,-6,data/runs/camp_rectilinear_f50_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f20_E500,camp_schwarzp_f20_E500,1346948030,3000000,0.1,10,-6,data/runs/camp_schwarzp_f20_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f30_E500,camp_schwarzp_f30_E500,1029607854,3000000,0.1,10,-6,data/runs/camp_schwarzp_f30_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f40_E500,camp_schwarzp_f40_E500,1801922444,3000000,0.1,10,-6,data/runs/camp_schwarzp_f40_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f50_E500,camp_schwarzp_f50_E500,1084649804,3000000,0.1,10,-6,data/runs/camp_schwarzp_f50_E500.root,working,stuck=0
P7_repro,camp_gyroid_f20_E500,camp_gyroid_f20_E500,1614820102,6000000,0.1,10,-6,data/runs/camp_gyroid_f20_E500.root,working,stuck=0
P7_repro,camp_gyroid_f30_E500,camp_gyroid_f30_E500,1751039197,6000000,0.1,10,-6,data/runs/camp_gyroid_f30_E500.root,working,stuck=0
P7_repro,camp_gyroid_f40_E500,camp_gyroid_f40_E500,762158571,6000000,0.1,10,-6,data/runs/camp_gyroid_f40_E500.root,working,stuck=0
P7_repro,camp_gyroid_f50_E500,camp_gyroid_f50_E500,622342439,6000000,0.1,10,-6,data/runs/camp_gyroid_f50_E500.root,working,stuck=0
P7_repro,camp_voronoi_f20_E500,camp_voronoi_f20_E500,399913829,30000000,0.1,10,-6,data/runs/camp_voronoi_f20_E500.root,working,stuck=0
P7_repro,camp_voronoi_f30_E500,camp_voronoi_f30_E500,1510947673,30000000,0.1,10,-6,data/runs/camp_voronoi_f30_E500.root,working,stuck=0
P7_repro,camp_voronoi_f40_E500,camp_voronoi_f40_E500,507154320,30000000,0.1,10,-6,data/runs/camp_voronoi_f40_E500.root,working,stuck=0
P7_repro,camp_voronoi_f50_E500,camp_voronoi_f50_E500,659943340,30000000,0.1,10,-6,data/runs/camp_voronoi_f50_E500.root,working,stuck=0
P7_repro,empty_E200,empty_E200,1227716589,3000000,20.3,10,0,data/runs/empty_E200.root,working,stuck=0
P7_repro,solid_E200_t2,solid_E200_t2,704981197,10000000,44.4,10,0,data/runs/solid_E200_t2.root,working,stuck=0
P7_repro,solid_E200_t3,solid_E200_t3,310169362,10000000,56.4,10,0,data/runs/solid_E200_t3.root,working,stuck=0
P7_repro,solid_E200_t4,solid_E200_t4,1335220254,10000000,65.4,10,0,data/runs/solid_E200_t4.root,working,stuck=0
P7_repro,solid_E200_t5,solid_E200_t5,1172399759,10000000,76.2,10,0,data/runs/solid_E200_t5.root,working,stuck=0
P7_repro,solid_E200_t8,solid_E200_t8,1713756232,10000000,110.6,10,0,data/runs/solid_E200_t8.root,working,stuck=0
P7_repro,solid_E200_t16,solid_E200_t16,376014401,10000000,192.3,10,0,data/runs/solid_E200_t16.root,working,stuck=0
P7_repro,camp_diamond_f20_E200,camp_diamond_f20_E200,1131988056,1000000,24.6,10,0,data/runs/camp_diamond_f20_E200.root,working,stuck=0
P7_repro,camp_diamond_f30_E200,camp_diamond_f30_E200,59444928,1000000,28.7,10,0,data/runs/camp_diamond_f30_E200.root,working,stuck=0
P7_repro,camp_diamond_f40_E200,camp_diamond_f40_E200,988499712,1000000,35.6,10,0,data/runs/camp_diamond_f40_E200.root,working,stuck=0
P7_repro,camp_diamond_f50_E200,camp_diamond_f50_E200,13302999,1000000,37.3,10,0,data/runs/camp_diamond_f50_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f20_E200,camp_rectilinear_f20_E200,568080650,3000000,113.4,10,0,data/runs/camp_rectilinear_f20_E200.root,working,stuck=0
M4,sim/run_m4_solids_ext.py,m4_csolid_t8,105544534,3000000,93.3,4,0,data/runs_m4/m4_csolid_t8.root,working,D8 floor-range extension
P7_repro,camp_rectilinear_f30_E200,camp_rectilinear_f30_E200,467270541,3000000,171.2,10,0,data/runs/camp_rectilinear_f30_E200.root,working,stuck=0
M4,sim/run_m4_solids_ext.py,m4_csolid_t16,440974610,3000000,169.8,4,0,data/runs_m4/m4_csolid_t16.root,working,D8 floor-range extension
P7_repro,camp_rectilinear_f40_E200,camp_rectilinear_f40_E200,813455593,3000000,170.1,10,0,data/runs/camp_rectilinear_f40_E200.root,working,stuck=0
P7_repro,camp_rectilinear_f50_E200,camp_rectilinear_f50_E200,1177290006,3000000,181.0,10,0,data/runs/camp_rectilinear_f50_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f20_E200,camp_schwarzp_f20_E200,1630693414,3000000,77.3,10,0,data/runs/camp_schwarzp_f20_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f30_E200,camp_schwarzp_f30_E200,1647970612,3000000,91.7,10,0,data/runs/camp_schwarzp_f30_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f40_E200,camp_schwarzp_f40_E200,581296330,3000000,106.4,10,0,data/runs/camp_schwarzp_f40_E200.root,working,stuck=0
P7_repro,camp_schwarzp_f50_E200,camp_schwarzp_f50_E200,76801769,3000000,122.1,10,0,data/runs/camp_schwarzp_f50_E200.root,working,stuck=0
P7_repro,camp_gyroid_f20_E200,camp_gyroid_f20_E200,1534024810,6000000,154.3,10,0,data/runs/camp_gyroid_f20_E200.root,working,stuck=0
P7_repro,camp_gyroid_f30_E200,camp_gyroid_f30_E200,1363281723,6000000,188.9,10,0,data/runs/camp_gyroid_f30_E200.root,working,stuck=0
P7_repro,camp_gyroid_f40_E200,camp_gyroid_f40_E200,195624410,6000000,226.0,10,0,data/runs/camp_gyroid_f40_E200.root,working,stuck=0
P7_repro,camp_gyroid_f50_E200,camp_gyroid_f50_E200,186235529,6000000,254.0,10,0,data/runs/camp_gyroid_f50_E200.root,working,stuck=0
P7_repro,camp_voronoi_f20_E200,camp_voronoi_f20_E200,620727442,30000000,827.7,10,0,data/runs/camp_voronoi_f20_E200.root,working,stuck=0
P7_repro,camp_voronoi_f30_E200,camp_voronoi_f30_E200,1537817674,30000000,948.6,10,0,data/runs/camp_voronoi_f30_E200.root,working,stuck=0
P7_repro,camp_voronoi_f40_E200,camp_voronoi_f40_E200,576996942,30000000,967.8,10,0,data/runs/camp_voronoi_f40_E200.root,working,stuck=0
P7_repro,camp_voronoi_f50_E200,camp_voronoi_f50_E200,1246336072,30000000,1096.8,10,0,data/runs/camp_voronoi_f50_E200.root,working,stuck=0
P7_repro,empty_E500,empty_E500,1642983081,3000000,23.3,10,0,data/runs/empty_E500.root,working,stuck=0
P7_repro,solid_E500_t2,solid_E500_t2,1134886126,10000000,46.9,10,0,data/runs/solid_E500_t2.root,working,stuck=0
P7_repro,solid_E500_t3,solid_E500_t3,1372662496,10000000,58.3,10,0,data/runs/solid_E500_t3.root,working,stuck=0
P7_repro,solid_E500_t4,solid_E500_t4,1534014959,10000000,69.7,10,0,data/runs/solid_E500_t4.root,working,stuck=0
P7_repro,solid_E500_t5,solid_E500_t5,765364671,10000000,81.0,10,0,data/runs/solid_E500_t5.root,working,stuck=0
P7_repro,solid_E500_t8,solid_E500_t8,1632758949,10000000,113.3,10,0,data/runs/solid_E500_t8.root,working,stuck=0
P7_repro,solid_E500_t16,solid_E500_t16,1023270346,10000000,205.2,10,0,data/runs/solid_E500_t16.root,working,stuck=0
P7_repro,camp_diamond_f20_E500,camp_diamond_f20_E500,1616842012,1000000,24.7,10,0,data/runs/camp_diamond_f20_E500.root,working,stuck=0
P7_repro,camp_diamond_f30_E500,camp_diamond_f30_E500,675805972,1000000,29.2,10,0,data/runs/camp_diamond_f30_E500.root,working,stuck=0
P7_repro,camp_diamond_f40_E500,camp_diamond_f40_E500,1280707670,1000000,36.3,10,0,data/runs/camp_diamond_f40_E500.root,working,stuck=0
P7_repro,camp_diamond_f50_E500,camp_diamond_f50_E500,989388977,1000000,37.5,10,0,data/runs/camp_diamond_f50_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f20_E500,camp_rectilinear_f20_E500,905828630,3000000,105.3,10,0,data/runs/camp_rectilinear_f20_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f30_E500,camp_rectilinear_f30_E500,1621435909,3000000,124.5,10,0,data/runs/camp_rectilinear_f30_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f40_E500,camp_rectilinear_f40_E500,968513580,3000000,147.7,10,0,data/runs/camp_rectilinear_f40_E500.root,working,stuck=0
P7_repro,camp_rectilinear_f50_E500,camp_rectilinear_f50_E500,1327850190,3000000,165.8,10,0,data/runs/camp_rectilinear_f50_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f20_E500,camp_schwarzp_f20_E500,1346948030,3000000,67.2,10,0,data/runs/camp_schwarzp_f20_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f30_E500,camp_schwarzp_f30_E500,1029607854,3000000,83.6,10,0,data/runs/camp_schwarzp_f30_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f40_E500,camp_schwarzp_f40_E500,1801922444,3000000,92.4,10,0,data/runs/camp_schwarzp_f40_E500.root,working,stuck=0
P7_repro,camp_schwarzp_f50_E500,camp_schwarzp_f50_E500,1084649804,3000000,114.2,10,0,data/runs/camp_schwarzp_f50_E500.root,working,stuck=0
P7_repro,camp_gyroid_f20_E500,camp_gyroid_f20_E500,1614820102,6000000,138.9,10,0,data/runs/camp_gyroid_f20_E500.root,working,stuck=0
P7_repro,camp_gyroid_f30_E500,camp_gyroid_f30_E500,1751039197,6000000,163.1,10,0,data/runs/camp_gyroid_f30_E500.root,working,stuck=0
P7_repro,camp_gyroid_f40_E500,camp_gyroid_f40_E500,762158571,6000000,187.5,10,0,data/runs/camp_gyroid_f40_E500.root,working,stuck=0
P7_repro,camp_gyroid_f50_E500,camp_gyroid_f50_E500,622342439,6000000,220.6,10,0,data/runs/camp_gyroid_f50_E500.root,working,stuck=0
P7_repro,camp_voronoi_f20_E500,camp_voronoi_f20_E500,399913829,30000000,706.6,10,0,data/runs/camp_voronoi_f20_E500.root,working,stuck=0
P7_repro,camp_voronoi_f30_E500,camp_voronoi_f30_E500,1510947673,30000000,813.8,10,0,data/runs/camp_voronoi_f30_E500.root,working,stuck=0
P7_repro,camp_voronoi_f40_E500,camp_voronoi_f40_E500,507154320,30000000,918.8,10,0,data/runs/camp_voronoi_f40_E500.root,working,stuck=0
P7_repro,camp_voronoi_f50_E500,camp_voronoi_f50_E500,659943340,30000000,951.4,10,0,data/runs/camp_voronoi_f50_E500.root,working,stuck=0
